Date,Open,High,Low,Close,Adj Close,Volume
2004-04-01,4.525,4.775,4.3,4.6,4.6,317122592
2004-04-02,4.6,4.625,4.325,4.35,4.35,131030000
2004-04-05,4.4,4.55,4.325,4.325,4.325,76306400
2004-04-07,4.375,4.425,4.025,4.025,4.025,43406600
2004-04-08,4.05,4.175,4.05,4.05,4.05,51102000
2004-04-09,4.025,4.05,3.9,3.975,3.975,18179400
2004-04-12,4,4.1,3.975,4.025,4.025,9436000
2004-04-16,4.05,4.275,4.05,4.2,4.2,48715400
2004-04-19,4.25,4.275,4.05,4.075,4.075,26968600
2004-04-20,4.1,4.125,4.05,4.075,4.075,6949800
2004-04-21,4.05,4.25,4.05,4.125,4.125,37675600
2004-04-22,4.15,4.175,3.95,4,4,12217200
2004-04-23,4,4.075,3.875,3.875,3.875,4362600
2004-04-26,3.875,3.95,3.8,3.8,3.8,3868200
2004-04-27,3.8,3.925,3.8,3.875,3.875,6894400
2004-04-28,3.875,3.9,3.725,3.75,3.75,4010400
2004-04-29,3.75,3.825,3.45,3.5,3.5,3092200
2004-04-30,3.5,3.55,3.425,3.525,3.525,2018200
2004-05-04,3.45,3.5,3.45,3.5,3.5,1088600
2004-05-06,3.525,3.525,3.375,3.45,3.45,1383600
2004-05-07,3.45,3.45,3.3,3.45,3.45,1630600
2004-05-10,3.4,3.4,3.1,3.1,3.1,1091400
2004-05-11,3.15,3.2,2.9,2.975,2.975,11982600
2004-05-12,3,3.15,2.975,3,3,20112600
2004-05-13,3.025,3.05,2.75,2.75,2.75,3052000
2004-05-14,2.8,2.825,2.45,2.5,2.5,7788600
2004-05-17,2.46,2.55,2.3,2.47,2.47,4105400
2004-05-18,2.49,2.5,2.44,2.44,2.44,3162000
2004-05-19,2.46,2.575,2.45,2.5,2.5,45450200
2004-05-20,2.5,2.5,2.37,2.38,2.38,13006600
2004-05-21,2.39,2.43,2.37,2.38,2.38,7405600
2004-05-24,2.4,2.4,2.35,2.36,2.36,3484200
2004-05-25,2.35,2.35,2.25,2.25,2.25,3111800
2004-05-26,2.28,2.43,2.28,2.4,2.4,28343800
2004-05-27,2.41,2.49,2.39,2.45,2.45,43228000
2004-05-28,2.48,2.6,2.45,2.5,2.5,58724000
2004-05-31,2.48,2.6,2.43,2.575,2.575,12554000
2004-06-01,2.6,2.85,2.6,2.675,2.675,50952200
2004-06-03,2.725,2.775,2.55,2.625,2.625,21592000
2004-06-04,2.575,2.675,2.575,2.575,2.575,9495000
2004-06-07,2.6,2.65,2.55,2.55,2.55,24302400
